Date,Berri1,Boyer,Brébeuf,Cote_SainteCatherine,Maisonneuve_1,Maisonneuve_2,Maisonneuve_3,NotreDame,Parc,PierDup,Pont_Jacques_Cartier,Rachel_HoteldeVille,RachelPapineau,ReneLevesque,SaintAntoine,SaintUrbain,Totem_Laurier,University,Viger
07/05/2012,5552,,3005.0,2573.0,3959.0,6355.0,,,3416.0,1848.0,2680.0,,5253.0,,,,,,
08/05/2012,1241,,688.0,625.0,991.0,1729.0,,,1007.0,119.0,487.0,,1383.0,,,,,,
09/05/2012,3297,,1704.0,1545.0,2700.0,4343.0,,,2340.0,737.0,1294.0,,3129.0,,,,,,
10/05/2012,2755,,1250.0,1227.0,2130.0,4056.0,,,2075.0,399.0,1064.0,,2437.0,,,,,,
11/05/2012,4639,,2384.0,1803.0,3663.0,5713.0,,,2888.0,1260.0,1695.0,,4499.0,,,,,,
12/05/2012,3854,,2309.0,1457.0,2429.0,3894.0,,,1805.0,2268.0,2092.0,,4855.0,,,,,,
13/05/2012,2741,,1901.0,1223.0,1703.0,3086.0,,,1592.0,1394.0,7175.0,,3496.0,,,,,,
14/05/2012,6189,,3278.0,2709.0,4402.0,7006.0,,,3868.0,2215.0,3237.0,,5775.0,,,,,,
15/05/2012,3964,,1972.0,1773.0,3144.0,5088.0,,,2650.0,975.0,1454.0,,3765.0,,,,,,
16/05/2012,4947,,2409.0,2178.0,3681.0,5882.0,,,3057.0,1332.0,1893.0,,4348.0,,,,,,
17/05/2012,5351,,2657.0,2441.0,4182.0,6551.0,,,3408.0,1631.0,2230.0,,4988.0,,,,,,
18/05/2012,5980,,2911.0,2241.0,4415.0,6646.0,,,3196.0,1711.0,2365.0,,5273.0,,,,,,
19/05/2012,4732,,2723.0,1454.0,2807.0,4673.0,,,1966.0,2914.0,2628.0,,5293.0,,,,,,
20/05/2012,5255,,2787.0,1663.0,2730.0,4462.0,,,2182.0,4241.0,3073.0,,5539.0,,,,,,
21/05/2012,5129,,2737.0,1646.0,2672.0,4169.0,,,2044.0,3413.0,2163.0,,5053.0,,,,,,
22/05/2012,2315,,1225.0,938.0,1847.0,2599.0,,,1610.0,251.0,679.0,,2069.0,,,,,,
23/05/2012,5974,,2937.0,2650.0,4407.0,7281.0,,,3737.0,1826.0,2524.0,,4798.0,,,,,,
24/05/2012,6485,,3255.0,2653.0,4600.0,7600.0,,,3792.0,2062.0,2639.0,,5209.0,,,,,,
25/05/2012,5670,,532.0,2205.0,4096.0,6677.0,,,3341.0,1953.0,2056.0,,5174.0,,,,,,
26/05/2012,4981,,,1622.0,2936.0,5017.0,,,2373.0,3455.0,2571.0,,5443.0,,,,,,
27/05/2012,4391,,,1525.0,2578.0,4559.0,,,2073.0,2886.0,2364.0,,5168.0,,,,,,
28/05/2012,4263,,,1962.0,3449.0,5789.0,,,2898.0,1027.0,1790.0,,3894.0,,,,,,
29/05/2012,3152,,,1184.0,2325.0,3912.0,,,1933.0,475.0,2012.0,,2731.0,,,,,,
30/05/2012,6475,,,2722.0,4806.0,7644.0,,,3817.0,2454.0,2758.0,,5172.0,,,,,,
31/05/2012,5123,,,2177.0,3985.0,6632.0,,,3205.0,1389.0,1995.0,,4410.0,,,,,,
01/06/2012,6092,,,2604.0,4110.0,7181.0,,,3895.0,1692.0,2579.0,,6595.0,,,,,,
02/06/2012,904,,,392.0,630.0,1259.0,,,628.0,71.0,772.0,,1436.0,,,,,,
03/06/2012,2763,,,1897.0,2020.0,3774.0,,,2324.0,1312.0,1634.0,,4936.0,,,,,,
04/06/2012,2718,,,1408.0,2095.0,4266.0,,,2168.0,333.0,2523.0,,3090.0,,,,,,
05/06/2012,5843,,,2721.0,3927.0,7314.0,,,3786.0,1232.0,1692.0,,5348.0,,,,,,
06/06/2012,6047,,,2724.0,4273.0,7825.0,,,3987.0,1223.0,2746.0,,5269.0,,,,,,
07/06/2012,6235,,,2607.0,4670.0,8220.0,,,3972.0,1019.0,2760.0,,5724.0,,,,,,
08/06/2012,4190,,,1833.0,3303.0,5898.0,,,3001.0,623.0,2996.0,,4474.0,,,,,,
09/06/2012,5185,,,1672.0,3418.0,5589.0,,,2451.0,1551.0,2101.0,,6026.0,,,,,,
10/06/2012,5083,,,1812.0,2905.0,4761.0,,,2328.0,1833.0,2880.0,,6170.0,,,,,,
11/06/2012,6203,,,2577.0,4333.0,7005.0,,,3757.0,1264.0,3020.0,,5721.0,,,,,,
12/06/2012,3346,,,1556.0,2362.0,4220.0,,,2381.0,589.0,1421.0,,3030.0,,,,,,
13/06/2012,6221,,,2792.0,4374.0,7312.0,,,3825.0,1968.0,2863.0,,5887.0,,,,,,
14/06/2012,6899,,,2978.0,4809.0,7942.0,,,4223.0,2386.0,2996.0,,6243.0,,,,,,
15/06/2012,7104,,,2469.0,4999.0,7685.0,,,4053.0,2293.0,2756.0,,6491.0,,,,,,
16/06/2012,5412,,,1651.0,3099.0,4900.0,,,2337.0,3280.0,2446.0,,5537.0,,,,,,
17/06/2012,4597,,,1552.0,2082.0,4077.0,,,2020.0,3453.0,2879.0,,5128.0,,,,,,
18/06/2012,5918,,,2703.0,3582.0,6835.0,,,3960.0,2455.0,3012.0,,5496.0,,,,,,
19/06/2012,5389,,,2360.0,3447.0,6673.0,,,3438.0,1711.0,2529.0,,5015.0,,,,,,
20/06/2012,5715,,,2402.0,3524.0,6857.0,,,3510.0,2363.0,2734.0,,4852.0,,,,,,
21/06/2012,5186,,,2195.0,3297.0,6686.0,,,3272.0,2265.0,2503.0,,4957.0,,,,,,
22/06/2012,5404,,,1934.0,3612.0,6666.0,,,3252.0,2009.0,4577.0,,5263.0,,,,,,
23/06/2012,3738,,,1326.0,1842.0,3991.0,,,1910.0,2585.0,2520.0,,4824.0,,,,,,
24/06/2012,3334,,,1152.0,1423.0,2977.0,,,1510.0,3634.0,2907.0,,4581.0,,,,,,
25/06/2012,2249,,,1077.0,1374.0,3020.0,,,1440.0,1349.0,2782.0,,3283.0,,,,,,
26/06/2012,3322,,,1435.0,2139.0,4314.0,,,2193.0,620.0,1259.0,,3223.0,,,,,,
27/06/2012,3152,,,1322.0,2142.0,4212.0,,,2134.0,536.0,1137.0,,2897.0,,,,,,
28/06/2012,6098,,,2381.0,4411.0,6886.0,,,3523.0,2415.0,2641.0,,5175.0,,,,,,
29/06/2012,5783,,,1935.0,4004.0,6662.0,,,3090.0,2109.0,2493.0,,5332.0,,,,,,
30/06/2012,4728,,,1359.0,3007.0,4234.0,,,1822.0,2870.0,2743.0,,4527.0,,,,,,
01/07/2012,4738,,,1343.0,2911.0,3952.0,,,1777.0,3732.0,2426.0,,4522.0,,,,,,
02/07/2012,4143,,,1397.0,2658.0,3977.0,,,1883.0,2783.0,2048.0,,4464.0,,,,,,
03/07/2012,6708,,,2634.0,4398.0,7399.0,,,3896.0,2606.0,3251.0,,5462.0,,,,,,
04/07/2012,5147,,,2038.0,3591.0,5824.0,,,3070.0,1246.0,2029.0,,4493.0,,,,,,
05/07/2012,6703,,,2603.0,4830.0,7763.0,,,3816.0,2746.0,2112.0,,5153.0,,,,,,
06/07/2012,5963,,,2095.0,4137.0,6955.0,,,3387.0,2248.0,2414.0,,5610.0,,,,,,
07/07/2012,5445,,,1289.0,3802.0,5000.0,,,2132.0,3156.0,2286.0,,4939.0,,,,,,
08/07/2012,4677,,,1497.0,2407.0,4457.0,,,2089.0,4386.0,3331.0,,5535.0,,,,,,
09/07/2012,5669,,,2330.0,3524.0,6765.0,,,3577.0,2599.0,2953.0,,4987.0,,,,,,
10/07/2012,6518,,,2625.0,4064.0,7447.0,,,3749.0,2822.0,3294.0,,5952.0,,,,,,
11/07/2012,6424,,,2548.0,3921.0,7366.0,,,3781.0,2779.0,4153.0,,5474.0,,,,,,
12/07/2012,6178,,,2371.0,3772.0,7202.0,,,3687.0,2433.0,2565.0,,5140.0,,,,,,
13/07/2012,5515,,,2005.0,3525.0,6508.0,,,3088.0,2219.0,2488.0,,5185.0,,,,,,
14/07/2012,4227,,,1244.0,2441.0,4281.0,,,1562.0,2900.0,2378.0,,4252.0,,,,,,
15/07/2012,3008,,,1060.0,1798.0,3406.0,,,1449.0,2034.0,1945.0,,3545.0,,,,,,
16/07/2012,4822,,,2092.0,3141.0,6053.0,,,2965.0,1703.0,2323.0,,4379.0,,,,,,
17/07/2012,2761,,,1046.0,2001.0,3799.0,,,1700.0,569.0,783.0,,2641.0,,,,,,
18/07/2012,6184,,,2589.0,3750.0,7324.0,,,3654.0,2813.0,3037.0,,5884.0,,,,,,
19/07/2012,6322,,,2397.0,3996.0,7708.0,,,3777.0,2647.0,1345.0,,5665.0,,,,,,
20/07/2012,5812,,,2088.0,3744.0,6952.0,,,3316.0,2538.0,3096.0,,5775.0,,,,,,
21/07/2012,5118,,,1419.0,2957.0,4683.0,,,1821.0,3835.0,2460.0,,4848.0,,,,,,
22/07/2012,4938,,,1238.0,2683.0,4086.0,,,1788.0,2960.0,2723.0,,4787.0,,,,,,
23/07/2012,3858,,,1660.0,2420.0,4911.0,,,2534.0,1461.0,2130.0,,3475.0,,,,,,
24/07/2012,5252,,,2318.0,3465.0,6746.0,,,3317.0,2170.0,2700.0,,4694.0,,,,,,
25/07/2012,6107,,,2593.0,3786.0,7065.0,,,3622.0,3132.0,3564.0,,5059.0,,,,,,
26/07/2012,5591,,,2043.0,4174.0,6490.0,,,3208.0,1595.0,2332.0,,4383.0,,,,,,
27/07/2012,5733,,,1948.0,3658.0,6870.0,,,3275.0,2653.0,2959.0,,5295.0,,,,,,
28/07/2012,4115,,,1345.0,2504.0,4501.0,,,1767.0,2468.0,2653.0,,4631.0,,,,,,
29/07/2012,4207,,,1332.0,1791.0,4237.0,,,1905.0,3731.0,3232.0,,4906.0,,,,,,
30/07/2012,5225,,,2285.0,2975.0,6210.0,,,3196.0,2564.0,3205.0,,5100.0,,,,,,
31/07/2012,5422,,,2185.0,3145.0,6707.0,,,3222.0,2505.0,3023.0,,4468.0,,,,,,
01/08/2012,4644,,,1842.0,2783.0,5852.0,,,2810.0,1481.0,2197.0,,3889.0,,,,,,
02/08/2012,5700,,,2361.0,3340.0,6968.0,,,3329.0,2643.0,2957.0,,4828.0,,,,,,
03/08/2012,5612,,,1915.0,3306.0,6451.0,,,2789.0,3195.0,4858.0,,5031.0,,,,,,
04/08/2012,4213,,,1305.0,2019.0,4407.0,,,1769.0,2939.0,3994.0,,4467.0,,,,,,
05/08/2012,1838,,,630.0,1100.0,2300.0,,,970.0,1066.0,2098.0,,2268.0,,,,,,
06/08/2012,5247,,,2277.0,3193.0,6375.0,,,3187.0,2274.0,3130.0,,4604.0,,,,,,
07/08/2012,5987,,,2410.0,3622.0,6833.0,,,3480.0,2780.0,3186.0,,4903.0,,,,,,
08/08/2012,5516,,,2313.0,3365.0,6883.0,,,3403.0,2226.0,2926.0,,4771.0,,,,,,
09/08/2012,4117,,,1802.0,2601.0,5366.0,,,2656.0,1471.0,2025.0,,3636.0,,,,,,
10/08/2012,2408,,,934.0,1727.0,3318.0,,,1641.0,440.0,927.0,,2456.0,,,,,,
11/08/2012,2454,,,815.0,1589.0,2626.0,,,1043.0,1340.0,1456.0,,2608.0,,,,,,
12/08/2012,3993,,,1338.0,1937.0,3433.0,,,1719.0,2988.0,2721.0,,4178.0,,,,,,
13/08/2012,4934,,,2298.0,3124.0,5934.0,,,3151.0,2090.0,2868.0,,4842.0,,,,,,
14/08/2012,5339,,,2322.0,3571.0,6331.0,,,3260.0,1456.0,2883.0,,4362.0,,,,,,
15/08/2012,4307,,,1882.0,2936.0,4953.0,,,2686.0,970.0,2061.0,,3877.0,,,,,,
16/08/2012,6055,,,2538.0,3898.0,6564.0,,,3366.0,1549.0,3158.0,,4943.0,,,,,,
17/08/2012,4239,,,1777.0,3099.0,4983.0,,,2581.0,586.0,1999.0,,4154.0,,,,,,
18/08/2012,4443,,,1333.0,2505.0,3853.0,,,1864.0,1229.0,2159.0,,4359.0,,,,,,
19/08/2012,4613,,,1408.0,2605.0,3771.0,,,1758.0,1683.0,2369.0,,4478.0,,,,,,
20/08/2012,5342,,,2474.0,3521.0,6086.0,,,3332.0,1439.0,3140.0,,5201.0,,,,,,
21/08/2012,5791,,,2508.0,4063.0,6705.0,,,3369.0,2353.0,3265.0,,5640.0,,,,,,
22/08/2012,6532,,,2671.0,4513.0,7050.0,,,3774.0,2391.0,3231.0,,5154.0,,,,,,
23/08/2012,5447,,,2482.0,3807.0,6789.0,,,3573.0,1864.0,2900.0,,5010.0,,,,,,
24/08/2012,5695,,,2394.0,3778.0,6714.0,,,3312.0,2178.0,2881.0,,5299.0,,,,,,
25/08/2012,4229,,,1305.0,2358.0,4118.0,,,1726.0,2558.0,2114.0,,4833.0,,,,,,
26/08/2012,3953,,,1318.0,2118.0,3545.0,,,1750.0,2932.0,2570.0,,4536.0,,,,,,
27/08/2012,4318,,,2273.0,3098.0,5189.0,,,2762.0,1010.0,2130.0,,3598.0,,,,,,
28/08/2012,5809,,,2794.0,3966.0,6310.0,,,3420.0,1629.0,2645.0,,4720.0,,,,,,
29/08/2012,6337,,,3092.0,4370.0,7017.0,,,3759.0,2152.0,3147.0,,5342.0,,,,,,
30/08/2012,5999,,,2910.0,4199.0,6787.0,,,3481.0,1796.0,2877.0,,5202.0,,,,,,
31/08/2012,4130,,,1868.0,2999.0,5061.0,,,2541.0,875.0,1658.0,,4188.0,,,,,,
01/09/2012,3922,,,1225.0,2371.0,3915.0,,,1887.0,2801.0,2370.0,,3845.0,,,,,,
02/09/2012,3701,,,1232.0,2093.0,3811.0,,,1788.0,2959.0,2338.0,,4247.0,,,,,,
03/09/2012,4160,,,1532.0,2233.0,3716.0,,,1620.0,3783.0,2724.0,,4709.0,,,,,,
04/09/2012,4226,,,1934.0,3057.0,5271.0,,,3006.0,894.0,1859.0,,3868.0,,,,,,
05/09/2012,5669,,,2722.0,3861.0,7116.0,,,4061.0,1383.0,2369.0,,4491.0,,,,,,
06/09/2012,5883,,,2883.0,3967.0,7514.0,,,4014.0,1498.0,2644.0,,4732.0,,,,,,
07/09/2012,6193,,,2720.0,4153.0,7347.0,,,3886.0,2051.0,2874.0,,6104.0,,,,,,
08/09/2012,2138,,,1192.0,1467.0,2712.0,,,898.0,801.0,1146.0,,2626.0,,,,,,
09/09/2012,3310,,,1810.0,1828.0,3459.0,,,2668.0,2118.0,2107.0,,4355.0,,,,,,
10/09/2012,5073,,,2792.0,3718.0,6638.0,,,3849.0,1271.0,2440.0,,4984.0,,,,,,
11/09/2012,6023,,,2913.0,4081.0,7147.0,,,4314.0,1484.0,2623.0,,5451.0,,,,,,
12/09/2012,6357,,,3124.0,4209.0,7302.0,,,4510.0,1981.0,3063.0,,5697.0,,,,,,
13/09/2012,6513,,,3076.0,4369.0,7529.0,,,4494.0,1986.0,2943.0,,5742.0,,,,,,
14/09/2012,5203,,,2257.0,3480.0,6084.0,,,3574.0,1524.0,2276.0,,4918.0,,,,,,
15/09/2012,3357,,,1100.0,1900.0,3108.0,,,1593.0,1268.0,1478.0,,3426.0,,,,,,
16/09/2012,3624,,,1231.0,1614.0,3031.0,,,1852.0,2348.0,1849.0,,3696.0,,,,,,
17/09/2012,5295,,,2658.0,3670.0,6579.0,,,4076.0,1704.0,2613.0,,4788.0,,,,,,
18/09/2012,2532,,,1277.0,1695.0,3247.0,,,2275.0,388.0,1038.0,,2377.0,,,,,,
19/09/2012,4662,,,2351.0,3176.0,5755.0,,,3738.0,840.0,1860.0,,4189.0,,,,,,
20/09/2012,5255,,,2496.0,3615.0,6352.0,,,3991.0,1391.0,2414.0,,5119.0,,,,,,
21/09/2012,4019,,,1821.0,2911.0,4731.0,,,2945.0,889.0,1662.0,,3886.0,,,,,,
22/09/2012,1524,,,656.0,1073.0,1703.0,,,971.0,365.0,588.0,,1974.0,,,,,,
23/09/2012,2304,,,1093.0,1496.0,2560.0,,,1470.0,984.0,1507.0,,3321.0,,,,,,
24/09/2012,4560,,,2246.0,3117.0,5744.0,,,3705.0,1100.0,2043.0,,4683.0,,,,,,
25/09/2012,5045,,,2236.0,3273.0,5857.0,,,3712.0,1007.0,1959.0,,4420.0,,,,,,
26/09/2012,3948,,,1873.0,2720.0,4751.0,,,3119.0,650.0,1561.0,,3721.0,,,,,,
27/09/2012,5115,,,2288.0,3465.0,5985.0,,,3704.0,1152.0,2196.0,,4598.0,,,,,,
28/09/2012,4664,,,2134.0,3209.0,5377.0,,,3309.0,1133.0,1905.0,,4361.0,,,,,,
29/09/2012,1882,,,755.0,1206.0,1956.0,,,1062.0,442.0,780.0,,2267.0,,,,,,
30/09/2012,867,,,359.0,513.0,946.0,,,520.0,133.0,320.0,,1162.0,,,,,,
01/10/2012,3264,,,1576.0,2184.0,3837.0,,,2582.0,397.0,1161.0,,2987.0,,,,,,
02/10/2012,5154,,,2525.0,3281.0,5847.0,,,3732.0,1229.0,2135.0,,4497.0,,,,,,
03/10/2012,4676,,,2377.0,3191.0,5476.0,,,3415.0,858.0,1711.0,,3941.0,,,,,,
04/10/2012,4034,,,2025.0,2705.0,4852.0,,,3066.0,555.0,1501.0,,3418.0,,,,,,
05/10/2012,4148,,,1977.0,2799.0,4703.0,,,2844.0,1035.0,1703.0,,4088.0,,,,,,
06/10/2012,1296,,,469.0,933.0,1578.0,,,776.0,236.0,4229.0,,1775.0,,,,,,
07/10/2012,1589,,,660.0,922.0,1627.0,,,860.0,695.0,836.0,,2052.0,,,,,,
08/10/2012,1854,,,880.0,987.0,1810.0,,,1040.0,1115.0,292.0,,2502.0,,,,,,
09/10/2012,4783,,,2210.0,3026.0,5138.0,,,3418.0,927.0,255.0,,4078.0,,,,,,
10/10/2012,3111,,,1537.0,2081.0,3683.0,,,2608.0,560.0,0.0,,2703.0,,,,,,
11/10/2012,3757,,,1857.0,2569.0,4694.0,,,3034.0,558.0,0.0,,3457.0,,,,,,
12/10/2012,3167,,,1460.0,2261.0,4054.0,,,2564.0,448.0,0.0,,3224.0,,,,,,
13/10/2012,1773,,,802.0,1205.0,2111.0,,,1183.0,681.0,0.0,,2309.0,,,,,,
14/10/2012,583,,,287.0,443.0,839.0,,,503.0,65.0,0.0,,952.0,,,,,,
15/10/2012,3298,,,1678.0,2165.0,4202.0,,,2754.0,560.0,0.0,,3183.0,,,,,,
16/10/2012,3748,,,1858.0,2684.0,4676.0,,,2997.0,554.0,0.0,,3593.0,,,,,,
17/10/2012,4097,,,1964.0,2645.0,4847.0,,,3063.0,728.0,0.0,,3834.0,,,,,,
18/10/2012,4685,,,2292.0,3129.0,5548.0,,,3477.0,1108.0,0.0,,4245.0,,,,,,
19/10/2012,1292,,,597.0,885.0,1659.0,,,1209.0,111.0,0.0,,1486.0,,,,,,
20/10/2012,2010,,,748.0,1323.0,2265.0,,,1213.0,797.0,0.0,,2243.0,,,,,,
21/10/2012,1275,,,609.0,869.0,1773.0,,,898.0,242.0,0.0,,1648.0,,,,,,
22/10/2012,3657,,,1819.0,2495.0,4810.0,,,3023.0,757.0,0.0,,3721.0,,,,,,
23/10/2012,4174,,,1997.0,2795.0,5212.0,,,3233.0,795.0,0.0,,3554.0,,,,,,
24/10/2012,3741,,,1868.0,2625.0,4901.0,,,3035.0,649.0,0.0,,3622.0,,,,,,
25/10/2012,3745,,,1815.0,2528.0,5015.0,,,3017.0,631.0,0.0,,3767.0,,,,,,
26/10/2012,4285,,,1987.0,2754.0,5269.0,,,3000.0,1456.0,0.0,,4578.0,,,,,,
27/10/2012,1865,,,792.0,1244.0,2435.0,,,1193.0,618.0,0.0,,2471.0,,,,,,
28/10/2012,1296,,,697.0,910.0,1770.0,,,955.0,387.0,0.0,,1876.0,,,,,,
29/10/2012,2916,,,1458.0,2071.0,3764.0,,,2440.0,411.0,0.0,,2795.0,,,,,,
30/10/2012,2894,,,1251.0,2007.0,3525.0,,,2255.0,338.0,0.0,,2790.0,,,,,,
31/10/2012,2630,,,1294.0,1835.0,3454.0,,,2220.0,245.0,0.0,,2570.0,,,,,,
01/11/2012,2408,,,1208.0,1701.0,3069.0,,,2076.0,165.0,0.0,,2461.0,,,,,,
02/11/2012,1575,,,737.0,1109.0,2291.0,,,1392.0,97.0,0.0,,1888.0,,,,,,
03/11/2012,844,,,380.0,612.0,1129.0,,,713.0,105.0,0.0,,1302.0,,,,,,
04/11/2012,965,,,446.0,710.0,1283.0,,,692.0,197.0,0.0,,1374.0,,,,,,
05/11/2012,2255,,,1170.0,1705.0,3216.0,,,2143.0,179.0,0.0,,2430.0,,,,,,
06/11/2012,2529,,,1201.0,1804.0,3365.0,,,1999.0,197.0,0.0,,2679.0,,,,,,
07/11/2012,2324,,,1116.0,1745.0,3227.0,,,2079.0,177.0,0.0,,2391.0,,,,,,
08/11/2012,2267,,,1113.0,1716.0,3279.0,,,2032.0,167.0,0.0,,2436.0,,,,,,
09/11/2012,2314,,,1012.0,1734.0,3046.0,,,1727.0,228.0,0.0,,2376.0,,,,,,
10/11/2012,1358,,,512.0,941.0,1531.0,,,808.0,210.0,0.0,,1801.0,,,,,,
11/11/2012,1080,,,502.0,761.0,1321.0,,,769.0,239.0,0.0,,1455.0,,,,,,
12/11/2012,3019,,,1409.0,2087.0,3978.0,,,2374.0,639.0,0.0,,2954.0,,,,,,
13/11/2012,2290,,,1177.0,1722.0,3303.0,,,1994.0,113.0,,,2452.0,,,,,,
14/11/2012,2580,,,1206.0,1811.0,3388.0,,,2125.0,218.0,,,2602.0,,,,,,
15/11/2012,2242,,,1119.0,1644.0,3042.0,,,1963.0,140.0,,,2411.0,,,,,,
16/11/2012,1861,,,885.0,1325.0,2417.0,,,1550.0,200.0,,,2083.0,,,,,,
17/11/2012,977,,,429.0,685.0,1211.0,,,706.0,157.0,,,1393.0,,,,,,
18/11/2012,886,,,390.0,520.0,1039.0,,,603.0,207.0,,,1271.0,,,,,,
19/11/2012,1674,,,940.0,1220.0,2427.0,,,1699.0,194.0,,,2014.0,,,,,,
20/11/2012,1886,,,992.0,1405.0,2598.0,,,1726.0,181.0,,,2265.0,,,,,,
21/11/2012,1997,,,1110.0,1485.0,2729.0,,,1784.0,260.0,,,2269.0,,,,,,
22/11/2012,2197,,,1143.0,1418.0,2891.0,,,1868.0,286.0,,,2382.0,,,,,,
23/11/2012,1716,,,896.0,1152.0,2337.0,,,1451.0,194.0,,,2033.0,,,,,,
24/11/2012,605,,,301.0,413.0,879.0,,,482.0,69.0,,,998.0,,,,,,
25/11/2012,523,,,229.0,302.0,719.0,,,390.0,38.0,,,866.0,,,,,,
26/11/2012,1467,,,663.0,1007.0,1956.0,,,1346.0,89.0,,,1656.0,,,,,,
27/11/2012,1686,,,786.0,1090.0,2135.0,,,1413.0,100.0,,,1820.0,,,,,,
28/11/2012,1395,,,685.0,920.0,1804.0,,,1207.0,65.0,,,1602.0,,,,,,
29/11/2012,681,,,267.0,483.0,1011.0,,,504.0,26.0,,,886.0,,,,,,
30/11/2012,693,,,148.0,482.0,937.0,,,536.0,13.0,,,784.0,,,,,,
01/12/2012,293,,,55.0,219.0,372.0,,,226.0,26.0,,,468.0,,,,,,
02/12/2012,324,,,100.0,115.0,395.0,,,218.0,35.0,,,393.0,,,,,,
03/12/2012,1286,,,653.0,876.0,1753.0,,,1184.0,116.0,,,1499.0,,,,,,
04/12/2012,1264,,,639.0,882.0,1654.0,,,1139.0,97.0,,,1502.0,,,,,,
05/12/2012,1204,,,585.0,846.0,1573.0,,,980.0,40.0,,,1402.0,,,,,,
06/12/2012,1252,,,544.0,811.0,1595.0,,,1036.0,76.0,,,1392.0,,,,,,
07/12/2012,1151,,,466.0,742.0,1574.0,,,903.0,65.0,,,1384.0,,,,,,
08/12/2012,382,,,192.0,265.0,459.0,,,298.0,26.0,,,546.0,,,,,,
09/12/2012,427,,,180.0,272.0,513.0,,,314.0,52.0,,,642.0,,,,,,
10/12/2012,245,,,17.0,148.0,375.0,,,126.0,5.0,,,323.0,,,,,,
11/12/2012,517,,,0.0,336.0,711.0,,,308.0,20.0,,,598.0,,,,,,
12/12/2012,598,,,1.0,417.0,852.0,,,360.0,14.0,,,699.0,,,,,,
13/12/2012,655,,,1.0,400.0,844.0,,,431.0,26.0,,,781.0,,,,,,
14/12/2012,738,,,2.0,457.0,878.0,,,474.0,41.0,,,856.0,,,,,,
15/12/2012,335,,,0.0,205.0,375.0,,,185.0,10.0,,,464.0,,,,,,
16/12/2012,177,,,0.0,100.0,205.0,,,96.0,10.0,,,251.0,,,,,,
17/12/2012,236,,,0.0,135.0,355.0,,,51.0,11.0,,,204.0,,,,,,
18/12/2012,242,,,0.0,125.0,256.0,,,21.0,9.0,,,169.0,,,,,,
19/12/2012,346,,,0.0,181.0,456.0,,,162.0,1.0,,,383.0,,,,,,
20/12/2012,433,,,0.0,262.0,538.0,,,166.0,9.0,,,434.0,,,,,,
21/12/2012,178,,,1.0,86.0,249.0,,,56.0,6.0,,,208.0,,,,,,
22/12/2012,84,,,0.0,35.0,71.0,,,16.0,1.0,,,62.0,,,,,,
23/12/2012,82,,,0.0,39.0,50.0,,,19.0,4.0,,,87.0,,,,,,
24/12/2012,51,,,0.0,33.0,92.0,,,25.0,1.0,,,101.0,,,,,,
25/12/2012,26,,,0.0,22.0,26.0,,,8.0,17.0,,,59.0,,,,,,
26/12/2012,49,,,0.0,48.0,74.0,,,20.0,7.0,,,95.0,,,,,,
27/12/2012,12,,,0.0,4.0,7.0,,,1.0,2.0,,,8.0,,,,,,
28/12/2012,35,,,0.0,38.0,3.0,,,0.0,0.0,,,0.0,,,,,,
29/12/2012,27,,,0.0,42.0,8.0,,,9.0,0.0,,,0.0,,,,,,
30/12/2012,5,,,0.0,5.0,1.0,,,6.0,0.0,,,0.0,,,,,,
31/12/2012,4,,,0.0,8.0,3.0,,,12.0,0.0,,,0.0,,,,,,
01/01/2013,0,,,0.0,1.0,0.0,,,6.0,0.0,,,1.0,,,,,,
02/01/2013,69,,,0.0,13.0,0.0,,,18.0,0.0,,,2.0,,,,,,
03/01/2013,69,,,2.0,21.0,6.0,,,22.0,1.0,,,0.0,,,,,,
04/01/2013,80,,,0.0,22.0,4.0,,,16.0,0.0,,,125.0,,,,,,
05/01/2013,52,,,4.0,19.0,3.0,,,12.0,0.0,,,97.0,,,,,,
06/01/2013,37,,,0.0,23.0,46.0,,,8.0,0.0,,,47.0,,,,,,
07/01/2013,159,,,0.0,81.0,211.0,,,60.0,0.0,,,200.0,,,,,,
08/01/2013,327,,,0.0,156.0,393.0,,,66.0,0.0,,,335.0,,,,,,
09/01/2013,332,,,0.0,155.0,446.0,,,84.0,0.0,,,366.0,,,,,,
10/01/2013,391,,,0.0,232.0,516.0,,,88.0,0.0,,,463.0,,,,,,
11/01/2013,423,,,0.0,199.0,464.0,,,132.0,0.0,,,407.0,,,,,,
12/01/2013,182,,,0.0,138.0,229.0,,,82.0,0.0,,,264.0,,,,,,
13/01/2013,111,,,3.0,74.0,179.0,,,89.0,0.0,,,215.0,,,,,,
14/01/2013,490,,,58.0,349.0,752.0,,,400.0,0.0,,,565.0,,,,,,
15/01/2013,581,,,70.0,365.0,771.0,,,383.0,0.0,,,658.0,,,,,,
16/01/2013,553,,,78.0,360.0,778.0,,,410.0,0.0,,,553.0,,,,,,
17/01/2013,326,,,28.0,187.0,463.0,,,206.0,1.0,,,423.0,,,,,,
18/01/2013,281,,,12.0,189.0,366.0,,,205.0,0.0,,,315.0,,,,,,
19/01/2013,49,,,0.0,26.0,104.0,,,24.0,0.0,,,91.0,,,,,,
20/01/2013,50,,,0.0,39.0,57.0,,,26.0,6.0,,,74.0,,,,,,
21/01/2013,143,,,7.0,77.0,301.0,,,127.0,0.0,,,235.0,,,,,,
22/01/2013,154,,,4.0,108.0,307.0,,,110.0,0.0,,,257.0,,,,,,
