"X","MlsNumber","Lat","Lng","BuyPrice","ConstructionYear","WalkScore","NbPieces","NbChambres","NbSallesEaux","NbSallesBains","NbFoyerPoele","NbEquipements","NbGarages","NbStationnements","NbPiscines","NbBordEaux","NbAnimals","NbCultures","IsNewPrice","IsNew","RevenuBrutPotentiel","Outremont","LaSalle","Mont.Royal","Ville.Marie","Le.Plateau.Mont.Royal","Hampstead","Le.Sud.Ouest","Riviere.des.Prairies.Pointe.aux.Trembles","Lachine","Dorval","Montreal.Nord","Lile.Bizard.Sainte.Genevieve","Kirkland","Dollard.des.Ormeaux","Senneville","Ahuntsic.Cartierville","Cote.Saint.Luc","Saint.Leonard","Montreal.Ouest","Pointe.Claire","Lile.Dorval","Mercier.Hochelaga.Maisonneuve","Cote.des.Neiges.Notre.Dame.de.Grace","Rosemont.La.Petite.Patrie","Saint.Laurent","Beaconsfield","Villeray.Saint.Michel.Parc.Extension","Westmount","Montreal.Est","Anjou","Pierrefonds.Roxboro","Sainte.Anne.de.Bellevue","Verdun","Baie.dUrfe","AP","C","ME","VE","I","X4X","MA","PP","AU","MPM","TE","X2X","TR","X3X","MEM","LS","MM","X5X","FE","COP","PCI","UNI","PPR","TER","FER","Population","Variation","Density","avgAge","below15","below24","below44","below64","below65","AvgIncome","below50000","below80000","below100000","below150000","above150001","avgSize","totalHouse","size1","size2","size3","size4","size5","totalFam","Children","NoChildren","Single","Unemploy","Owner","Renter","totaldwelling","before1960","before1980","before1990","before2000","before2005","before2011","Single.1","Semi","Duplex","Buildings","Mobile","belowBach","Bach","abvBach","University","College","Secondary","Apprentice","No","NonImmigrant","Immigrant","french","English","Others","PoliceDist","FireDist","LivingArea"
2736,9078446,45.55955691,-73.53737354,245087,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.729724486,0.484734115,905
2737,9091781,45.60679866,-73.51577103,222500,2012,80,4,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.902713744,0.811782503,NA
2738,9140799,45.55955691,-73.53733063,176453,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.732771551,0.486790771,630
2739,9164332,45.55957193,-73.53733063,231284,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.733457738,0.485477866,855
2740,9167933,45.570562,-73.540109,166000,2012,76,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,1.43210489,0.347663212,NA
2741,9184092,45.62220193,-73.53149414,49,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3728,-2,299,39,16,13,27,31,13,51517,59,21,8,9,3,2.2,1650,36,33,14,14,3,980,34,36,30,11,37,63,1650,55,19,9,5,8,4,27,3,66,5,0,2,5,2,9,9,26,24,32,91,9,93,4,3,2.538591631,2.417080887,NA
2742,9191174,45.574843,-73.546129,220000,NA,79,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.998280326,0.326960207,NA
2743,9198204,45.55961325,-73.53553465,179900,1906,75,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.864468576,0.579538754,NA
2744,9201723,45.61288983,-73.53666919,369900,2009,43,9,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,1.541578194,1.680431586,1738
2745,9213969,45.55217022,-73.54457487,191800,NA,90,4,1,0,1,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.531625947,0.733788177,685
2746,9226190,45.55353323,-73.54455476,164900,NA,88,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.384539736,0.853268006,710
2747,9229789,45.59671925,-73.54026861,294700,1992,75,8,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,1.354449179,1.459781482,1150
2748,9245889,45.55954188,-73.53733063,189394,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.732088077,0.488106777,680
2749,9248038,45.61224731,-73.51650205,229000,2007,70,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.950311681,1.304516529,1350.87
2750,9337938,45.59749462,-73.51106644,159900,2014,67,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.88161644,1.003560097,775
2751,9339913,45.55949681,-73.53752375,166286,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,46980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.71631287,0.483023989,630
2752,9344892,45.609489,-73.521453,280000,1994,80,6,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.503444121,0.909997449,1542
2753,9381072,45.55957193,-73.537395,219103,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.728892062,0.48238962,780
2754,9417271,45.55954188,-73.53743792,180150,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.724467047,0.483005346,680
2755,9420219,45.55951897,-73.5368504,239000,2008,68,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.765398331,0.513906674,974
2756,9435564,45.59741956,-73.51106644,164500,2014,67,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.877071837,1.007162051,775
2757,9439977,45.559617,-73.53722334,258892,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.743137171,0.486811631,905
2758,9465337,45.55954188,-73.5375452,223163,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.716863099,0.47799601,780
2759,9525094,45.55951183,-73.53758812,174604,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.712433917,0.478722377,630
2760,9569403,45.54902382,-73.54241073,299000,2011,95,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.912988203,0.688543869,1160
2761,9627981,45.55241123,-73.54448903,194040,NA,90,4,1,0,1,0,0,0,0,0,0,0,0,0,0,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.506786959,0.758273408,693
2762,9694072,45.55215519,-73.54474653,286425,NA,90,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.530814307,0.723637704,1005
2763,9705874,45.579071,-73.532294,239000,2009,71,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.899920869,1.148176425,900
2764,9717566,45.55952686,-73.53743792,215043,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.723780043,0.484336498,780
2765,9767239,45.58650313,-73.53081822,329000,2009,67,8,3,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.944736135,1.768206747,1065
2766,9793910,45.57308801,-73.54311253,350000,1944,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,1.145522042,0.07946281,3950
2767,9856496,45.60775111,-73.51546256,139900,2008,77,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.93565885,0.908306152,580
2768,9878259,45.55957193,-73.53750229,185696,NA,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.72129534,0.477314858,680
2769,9888873,45.587548,-73.512383,319900,NA,43,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.359213346,1.73386307,NA
2770,9957911,45.597025,-73.511906,259000,NA,60,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,2.798372384,0.969784888,NA
2771,9994097,45.559617,-73.53765249,275944,NA,68,6,3,0,1,0,0,0,0,0,0,0,0,0,0,37260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.712833346,0.466314326,1150
2772,9995276,45.54862914,-73.53655961,138800,1924,89,3,1,0,1,0,0,0,1,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,1.169748112,1.108509804,414.41
2773,10015701,45.54900128,-73.5424,179000,2011,95,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.915630529,0.688642553,750
2774,10068936,45.708072,-73.296129,299900,1950,0,9,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41928,3,3064,43,16,10,24,28,22,57384,51,28,8,8,5,2.1,19120,38,33,13,14,2,11455,39,41,20,9,44,56,19125,14,53,15,7,8,3,8,9,64,20,0,5,13,6,24,15,23,15,23,71,29,76,8,16,17.86783087,16.68154678,NA
2775,10075713,45.55952686,-73.53720188,241027,NA,68,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.740582947,0.495646213,855
2776,10132551,45.55945174,-73.53715897,231283,NA,68,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.740348921,0.50425837,860
2777,10146488,45.55948179,-73.53730917,239404,NA,68,5,2,0,1,0,0,0,0,0,0,0,0,0,0,38556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131000,2,5175,41,13,12,32,28,15,47662,63,23,7,5,2,1.9,65600,45,32,12,10,1,32060,33,43,24,8,33,67,65630,48,34,9,3,2,4,5,5,86,4,0,5,13,6,24,16,22,14,24,80,20,85,5,10,0.730919332,0.494409691,915
