"X","MlsNumber","Lat","Lng","BuyPrice","ConstructionYear","WalkScore","NbPieces","NbChambres","NbSallesEaux","NbSallesBains","NbFoyerPoele","NbEquipements","NbGarages","NbStationnements","NbPiscines","NbBordEaux","NbAnimals","NbCultures","IsNewPrice","IsNew","RevenuBrutPotentiel","Outremont","LaSalle","Mont.Royal","Ville.Marie","Le.Plateau.Mont.Royal","Hampstead","Le.Sud.Ouest","Riviere.des.Prairies.Pointe.aux.Trembles","Lachine","Dorval","Montreal.Nord","Lile.Bizard.Sainte.Genevieve","Kirkland","Dollard.des.Ormeaux","Senneville","Ahuntsic.Cartierville","Cote.Saint.Luc","Saint.Leonard","Montreal.Ouest","Pointe.Claire","Lile.Dorval","Mercier.Hochelaga.Maisonneuve","Cote.des.Neiges.Notre.Dame.de.Grace","Rosemont.La.Petite.Patrie","Saint.Laurent","Beaconsfield","Villeray.Saint.Michel.Parc.Extension","Westmount","Montreal.Est","Anjou","Pierrefonds.Roxboro","Sainte.Anne.de.Bellevue","Verdun","Baie.dUrfe","AP","C","ME","VE","I","X4X","MA","PP","AU","MPM","TE","X2X","TR","X3X","MEM","LS","MM","X5X","FE","COP","PCI","UNI","PPR","TER","FER","Population","Variation","Density","avgAge","below15","below24","below44","below64","below65","AvgIncome","below50000","below80000","below100000","below150000","above150001","avgSize","totalHouse","size1","size2","size3","size4","size5","totalFam","Children","NoChildren","Single","Unemploy","Owner","Renter","totaldwelling","before1960","before1980","before1990","before2000","before2005","before2011","Single.1","Semi","Duplex","Buildings","Mobile","belowBach","Bach","abvBach","University","College","Secondary","Apprentice","No","NonImmigrant","Immigrant","french","English","Others","PoliceDist","FireDist","LivingArea"
5571,22075719,45.59398128,-73.58187675,699000,2008,83,7,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.340654932,1.459992566,2420
5572,22200499,45.593035,-73.583337,334000,2008,71,7,2,0,2,0,0,0,1,0,0,0,0,0,0,20460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.186393485,1.380474385,1370
5573,22215193,45.57146545,-73.58702979,259900,2008,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.593224366,1.017643853,NA
5574,22235562,45.57908773,-73.59006854,219900,1988,69,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.715234481,1.747224306,911
5575,22652070,45.590942,-73.598189,459000,1958,70,10,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.750294317,0.698934074,NA
5576,22674331,45.597654,-73.610666,496000,1969,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.183572315,0.82439924,NA
5577,22914568,45.58471641,-73.58467698,289000,2011,84,5,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.685028011,1.825797612,970.9
5578,23047731,45.5721415,-73.58639642,209900,2007,85,4,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.538953027,1.013865971,649
5579,23342677,45.583678,-73.583109,425000,1992,84,10,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.820598438,1.933553177,1643
5580,23417017,45.571346,-73.587244,249900,2007,85,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.600719788,1.02621191,820
5581,23702103,45.57877336,-73.58974183,279000,1989,69,8,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.757200701,1.704113646,1092
5582,23969380,45.57258955,-73.5858887,229500,2009,82,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.507533298,1.010272267,926
5583,24321977,45.57416162,-73.5846158,249000,2009,81,6,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.394525788,1.055291007,850
5584,24535693,45.572186,-73.587053,279500,2008,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.516753522,1.059547572,NA
5585,24645896,45.59092958,-73.60372402,795000,1962,66,10,5,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.031386576,0.739932132,NA
5586,24774023,45.563877,-73.593592,289000,2009,92,6,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142000,0,8624,38,17,12,34,24,13,41402,71,21,5,3,0,2.2,63540,39,29,14,15,3,35455,42,33,25,12,26,74,63525,61,31,4,2,1,1,4,2,91,3,0,4,13,8,25,15,21,11,28,54,46,54,9,37,2.356536651,1.281505984,1050
5587,24926061,45.59402633,-73.58277798,759000,2007,83,8,3,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.298350184,1.390699391,1903
5588,25011778,45.59286994,-73.62076295,429000,2006,50,10,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.698883846,1.200298125,2880
5589,25190791,45.584222,-73.584337,339000,2011,82,5,2,0,1,0,0,0,1,0,0,0,0,0,0,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.716543368,1.884700475,1236
5590,25658399,45.58465634,-73.61511469,795000,1976,77,7,3,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.790696055,1.809646151,NA
5591,25968885,45.58927448,-73.57675081,89000,2000,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.382668545,2.014472042,NA
5592,26018759,45.591579,-73.572383,39000,NA,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.793799483,1.650278612,NA
5593,26249397,45.58208144,-73.58481278,268840,2013,84,6,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.750622403,1.813972311,1034
5594,26365869,45.58853212,-73.59871599,759000,1963,78,10,5,0,4,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.562224289,0.957016617,NA
5595,26379847,45.584222,-73.584337,369000,2010,82,8,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.716543368,1.884700475,1150
5596,26641522,45.592464,-73.598232,499000,1972,58,8,4,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.903038229,0.533837609,NA
5597,26768061,45.58394418,-73.58352161,529000,1992,82,9,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.783828811,1.949685754,NA
5598,26785449,45.592722,-73.58364,389000,2005,71,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.144718014,1.370134874,1336.88
5599,27097207,45.59988647,-73.60983358,235000,1998,76,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.980275412,0.818917137,933
5600,27106539,45.60028281,-73.61127284,155000,1974,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.893174844,0.939275219,NA
5601,27366523,45.589758,-73.592371,469000,1967,63,11,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.529096742,1.01282836,10.7639
5602,27586591,45.58376811,-73.58355961,435000,1992,82,10,3,0,2,0,0,0,1,0,0,0,0,0,0,59820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.784268854,1.954046624,1646
5603,27660710,45.59168398,-73.59397888,379000,1963,68,7,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.737544457,0.766624534,NA
5604,27860519,45.5888394,-73.59206025,1795000,2010,64,13,5,2,4,1,0,2,2,1,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.434008691,1.110145314,NA
5605,27949187,45.591264,-73.60786,739000,1977,53,11,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.315908678,0.88484628,NA
5606,28001707,45.58943144,-73.61595619,387000,2012,67,15,3,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.306048981,1.498693325,NA
5607,28036507,45.588094,-73.596163,329000,NA,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.397284156,1.045650035,NA
5608,28044215,45.59350046,-73.58239286,699000,2008,83,13,3,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.274076562,1.434912141,1870
5609,28064830,45.58425088,-73.58355045,174000,2008,84,3,0,0,1,0,0,0,1,0,0,0,0,0,0,30480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.776908998,1.92274371,512
5610,28349553,45.58238074,-73.58492157,327900,2013,84,7,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.728783069,1.84788778,966.5
5611,28513116,45.585208,-73.564571,459999,1975,86,7,3,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,1.761733793,2.029694969,NA
5612,28786577,45.59294798,-73.5991317,445000,1965,61,8,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75700,6,5614,41,18,10,28,24,20,50213,61,26,6,4,3,2.4,30485,29,31,17,20,3,21065,46,34,20,11,37,63,30655,12,72,7,3,2,4,6,3,84,6,1,4,12,5,21,15,23,13,28,53,47,41,23,36,0.9817863,0.465914577,NA
