"n","muPredicted"
0,0.0286022508985316
0,0.0178567666660529
0,0.0967790611809267
0,0.06563064424359
0,0.0122453224145569
0,0.10006719691902
0,0.0236468149756376
0,0.0330466361716903
0,0.0501342824738307
0,0.051861958875672
0,0.0380950054930239
0,0.03386658202823
0,0.036327119573804
0,0.0594656126586185
0,0.0189888261008806
0,0.00173497339920337
0,0.0194161957300959
